# converted from stack_master/maps/f/global_waypoints.json (global_traj_wpnts_iqp)
# fields_id_unused
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
1.229691783003008787e+01;-7.737188212619191319e+00;-1.056106420976411009e+01;1.589357095020223154e+00;-2.808207403538447167e-02;1.066013839171254141e+01;3.152424111440842669e+00;2.280714359718584827e+00;3.706320854623897931e-01
1.239689277173764914e+01;-7.738901333116842807e+00;-1.046110332126634646e+01;1.586487169197642766e+00;-2.933502477325708110e-02;1.068966217258624418e+01;3.134706040485690792e+00;2.279655193260966772e+00;3.689253423736689186e-01
1.249686771344521041e+01;-7.740321256655993132e+00;-1.036113900663353782e+01;1.583491064305455831e+00;-3.060244060363373486e-02;1.071893938183051098e+01;3.117129289121640223e+00;2.262919981959396587e+00;3.675105370014057904e-01
1.259684265515277346e+01;-7.741435347688351065e+00;-1.026116972040671627e+01;1.580368237889704819e+00;-3.186791381243135601e-02;1.074797334892987166e+01;3.099692024791230516e+00;2.250201311883436528e+00;3.716012649607502438e-01
1.269681759686033473e+01;-7.742230926955144810e+00;-1.016119844789824889e+01;1.577119224716550638e+00;-3.312899268304972389e-02;1.077676733386624619e+01;3.082392452327761934e+00;2.241555332595043915e+00;4.016638496873188302e-01
1.279679253856789600e+01;-7.742695395765941235e+00;-1.006122408289726700e+01;1.573744164077665042e+00;-3.438542665056069231e-02;1.080532452912772001e+01;3.065228812886144016e+00;2.237016568622038903e+00;4.139668075389360546e-01
1.289676748027545727e+01;-7.742816189044991582e+00;-9.961249659294725944e+00;1.570244207196146213e+00;-3.563162799484573262e-02;1.083364806164324534e+01;3.048199382914136280e+00;2.236597618196496828e+00;4.138458468614815144e-01
1.299674242198301855e+01;-7.742580843608430463e+00;-9.861274537805964968e+00;1.566619599884830905e+00;-3.687847701275071693e-02;1.086174099464658482e+01;3.031302473160037980e+00;2.236361965451751921e+00;4.140809031846648947e-01
1.309671736369058159e+01;-7.741976903861828241e+00;-9.761301795357939071e+00;1.562870321493997849e+00;-3.812624939912827304e-02;1.088960632947263640e+01;3.014536427716259848e+00;2.235757731091609468e+00;4.146845039088250529e-01
1.319669230539814286e+01;-7.740991898288642759e+00;-9.661331328916231698e+00;1.558996248985024646e+00;-3.937364823350017473e-02;1.091724700728910946e+01;2.997899623097332711e+00;2.234772447069092838e+00;4.156691154360558915e-01
1.329666724710570413e+01;-7.739613389880180883e+00;-9.561366192814821474e+00;1.554997609572449146e+00;-4.061952915703972294e-02;1.094466591076637485e+01;2.981390467350625517e+00;2.233393626397234932e+00;4.170472460395077685e-01
1.339664218881326541e+01;-7.737828930577090425e+00;-9.461406883347605046e+00;1.550874362409794704e+00;-4.186510876828539868e-02;1.097186586568817290e+01;2.965007399198467564e+00;2.231608814386777162e+00;4.188313530380456395e-01
1.349661713052082845e+01;-7.735626124157621852e+00;-9.361456428613626812e+00;1.546626729677657019e+00;-4.310915656524411110e-02;1.099884964250571073e+01;2.948748887209123648e+00;2.229405565330119909e+00;4.210339023994017493e-01
1.359659207222838972e+01;-7.732992557376488385e+00;-9.261515974776832749e+00;1.542254667222292319e+00;-4.435308468191748177e-02;1.102561995783756110e+01;2.932613428998984251e+00;2.226771448382895535e+00;4.329801613064783727e-01
1.369656701393595100e+01;-7.729915872809523414e+00;-9.161588507459216046e+00;1.537758374657603788e+00;-4.559557854140373206e-02;1.105217947591767569e+01;2.916599550458828904e+00;2.223694057426350845e+00;4.505527758262257154e-01
1.379654195564351227e+01;-7.726383701785511704e+00;-9.061675881064884308e+00;1.533137806048989082e+00;-4.683803660846561773e-02;1.107853080999365858e+01;2.900705805009887062e+00;2.220160994326865200e+00;4.802718771054046987e-01
1.389651689735107531e+01;-7.722383722522559779e+00;-8.961781007218862172e+00;1.528393156051958579e+00;-4.807896000126479774e-02;1.110467652367740321e+01;-4.025460044492173317e+00;2.216159890106604635e+00;4.842693573163582288e-01
1.399649183905863659e+01;-7.717903625836222581e+00;-8.861906510229211165e+00;1.523524384878247817e+00;-4.932001486337694168e-02;1.106837614236720846e+01;-6.338779885573499584e+00;2.211678393502883644e+00;4.887464645363888138e-01
1.409646678076619786e+01;-7.712931122660041439e+00;-8.762055205717185657e+00;1.518531663389242059e+00;-5.055957673474012481e-02;1.101097235169578781e+01;-6.248341159981437798e+00;2.206704170528595021e+00;4.937154600538269378e-01
1.419644172247375913e+01;-7.707453979052336202e+00;-8.662230550371901927e+00;1.513414955772309334e+00;-5.179945603748015159e-02;1.095409316389690346e+01;-6.160308763480038863e+00;2.201224932103161613e+00;4.991885470616491127e-01
1.429641666418132218e+01;-7.701459932949870968e+00;-8.562435234917550986e+00;1.508174404612125485e+00;-5.303787201268159168e-02;1.089772471776901952e+01;-6.074413161187125709e+00;2.190083126960939541e+00;5.051779846267212548e-01
1.439639160588888345e+01;-7.694936843524208037e+00;-8.462673601637883181e+00;1.502809984073232075e+00;-5.427669855754588268e-02;1.084185527577633756e+01;-5.990849674321467866e+00;2.165685204335504821e+00;5.116958913874508630e-01
1.449636654759644472e+01;-7.687872470395833879e+00;-8.362948196580742177e+00;1.497321824248204480e+00;-5.551392815677845538e-02;1.078647097650297759e+01;-5.909275269530303909e+00;2.145138824021027624e+00;5.187545363387795483e-01
1.459634148930400599e+01;-7.680254790837999224e+00;-8.263264326476019050e+00;1.491709908763910741e+00;-5.675213370071488517e-02;1.073156080100796217e+01;-5.829870972770422988e+00;2.128544181814662206e+00;5.263659366782709181e-01
1.469631643101156726e+01;-7.672071574672095551e+00;-8.163624351492995146e+00;1.485974256427240014e+00;-5.798943213846846634e-02;1.067711174449345179e+01;-5.752427956674223353e+00;2.115982180852030492e+00;5.345423904319190900e-01
1.479629137271913031e+01;-7.663310930814780875e+00;-8.064034582832183773e+00;1.480114857375490534e+00;-5.922731599055505031e-02;1.062311243963411478e+01;-5.677210671131402542e+00;2.107231850591571476e+00;5.432958101979422638e-01
1.489626631442669158e+01;-7.653960631698444317e+00;-7.964497187604606232e+00;1.474131814643536043e+00;-6.046314689293236233e-02;1.056954872704096360e+01;-5.603774667903053341e+00;2.097893272864682856e+00;5.630453396814214528e-01
1.499624125613425285e+01;-7.644008959917623969e+00;-7.865019526804505112e+00;1.468025160952169728e+00;-6.170056240058353209e-02;1.051641032870824333e+01;-5.532303562062395486e+00;2.087954955049166283e+00;5.995927254764368275e-01
1.509621619784181412e+01;-7.633443683269605984e+00;-7.765603565348084381e+00;1.461794783103167683e+00;-6.293764826627563924e-02;1.046368495079577521e+01;-5.462645036484883754e+00;2.077404790719256766e+00;6.237144424666578590e-01
1.519619113954937717e+01;-7.622253275744457213e+00;-7.666257853644342646e+00;1.455440690266935899e+00;-6.417551194598981879e-02;1.041136146290803843e+01;-5.395230866698022432e+00;2.066231540508235653e+00;6.348671302985465781e-01
1.529616608125693844e+01;-7.610425476751180085e+00;-7.566984041819397433e+00;1.448963000122980294e+00;-6.540992925042544981e-02;1.035942429522667396e+01;-5.329138292365996676e+00;2.054423100436374217e+00;6.466556281721632660e-01
1.539614102296449971e+01;-7.597949011682840315e+00;-7.467791820109617618e+00;1.442361830451708959e+00;-6.664916615565866231e-02;1.030786646926855710e+01;-5.264109514699526038e+00;2.041968558310130799e+00;6.590912499979788564e-01
1.549611596467206098e+01;-7.584811573577078470e+00;-7.368682631608453271e+00;1.435636233882707113e+00;-6.789548212215038014e-02;1.025668333646517638e+01;-5.199661627690201016e+00;2.028855810463495946e+00;6.721867266889069992e-01
1.559609090637962403e+01;-7.571002039699024522e+00;-7.269667339823302932e+00;1.428785863953284663e+00;-6.915333401252175827e-02;1.020587484384693333e+01;-5.134701156709439829e+00;2.015074193095935939e+00;6.859532926668595598e-01
1.569606584808718530e+01;-7.556507879351380907e+00;-7.170747231102317265e+00;1.421808225046147234e+00;-7.043313560748654112e-02;1.015545166059157189e+01;-5.071140136747549931e+00;2.000574473399600706e+00;7.004039954947455238e-01
1.579604078979474657e+01;-7.541317979258631787e+00;-7.071934569013016869e+00;1.414702598423786428e+00;-7.171652300812239589e-02;1.010540570939572369e+01;-5.009217011913513318e+00;1.985360225321846528e+00;7.155501436780480340e-01
1.589601573150230784e+01;-7.525419503768504548e+00;-6.973230270591529667e+00;1.407468454075615050e+00;-7.300098601148025113e-02;1.005572633845783059e+01;-4.948891470979020824e+00;1.969435359577647260e+00;7.314051937604816311e-01
1.599599067320987089e+01;-7.508801639329962363e+00;-6.874647931435704074e+00;1.400105930947542099e+00;-7.428670765617960414e-02;1.000640304611493114e+01;-4.890628170175109091e+00;1.952788885826174603e+00;7.479802609451865480e-01
1.609596561491743216e+01;-7.491451475022130602e+00;-6.776188244128048765e+00;1.392614936842324624e+00;-7.556886821583418123e-02;9.957420418403801321e+00;-4.833541134696584862e+00;1.935408058712713375e+00;7.740559723409118353e-01
1.619594055662499343e+01;-7.473358613261525285e+00;-6.677866079784876341e+00;1.384995734508972509e+00;-7.685610335724311903e-02;9.908771639435443035e+00;-4.777730168618028017e+00;1.917282359797433555e+00;8.123699336044296615e-01
1.629591549833255471e+01;-7.454510074258257291e+00;-6.579681998956856681e+00;1.377247397078129376e+00;-7.814727948973584915e-02;9.860448712521964865e+00;-4.723211408961715208e+00;1.898399063087573779e+00;8.527403333664581586e-01
1.639589044004011598e+01;-7.434895838170497484e+00;-6.481652250080943034e+00;1.369369993531778018e+00;-7.944210018323939748e-02;9.812443286037845880e+00;-4.670383063071752439e+00;1.878748118276478030e+00;8.722634919511644824e-01
1.649586538174767725e+01;-7.414502765770508930e+00;-6.383777111810720051e+00;1.361362949962560354e+00;-8.073632588084836414e-02;9.764742735614904134e+00;-4.618691341035133568e+00;1.858316765628631240e+00;8.925678758832963355e-01
1.659584032345523852e+01;-7.393321320353739345e+00;-6.286074243513707138e+00;1.353226545059909469e+00;-8.203555748185317742e-02;9.717339857058290065e+00;-4.568373022981816689e+00;1.837095577575378780e+00;9.136635949996095851e-01
1.669581526516280334e+01;-7.371338230378229994e+00;-6.188543714456445244e+00;1.344959832147734735e+00;-8.333721383020517570e-02;9.670224829042579628e+00;-4.519157459540061872e+00;1.815071833003965240e+00;9.355651803121090015e-01
1.679579020687036461e+01;-7.348544455033129807e+00;-6.091204585475362698e+00;1.336563028435337142e+00;-8.464405723207359122e-02;9.623390423185686160e+00;-4.471367986223500957e+00;1.792236808156609129e+00;9.582824324527614568e-01
1.689576514857792588e+01;-7.324926563126040513e+00;-5.994056779660501988e+00;1.328035169751949907e+00;-8.595255015195184256e-02;9.576825869227782562e+00;-4.424546160963232388e+00;1.768577857007133325e+00;9.818301613615197931e-01
1.699574009028548716e+01;-7.300476072072467737e+00;-5.897120774167062152e+00;1.319376541761750898e+00;-8.726755318351742119e-02;9.530524971923689748e+00;-4.378933647629024151e+00;1.744087114790354498e+00;1.006217823409209622e+00
1.709571503199304843e+01;-7.275179371445381626e+00;-5.800396345741440030e+00;1.310585862288112136e+00;-8.858638907993433842e-02;9.484478845362831478e+00;-4.334324915201746009e+00;1.718752081529935083e+00;1.031460529349222277e+00
1.719568997370060970e+01;-7.249028557467902090e+00;-5.703905370841074962e+00;1.301663413243790091e+00;-8.991126669602925170e-02;9.438680586112511151e+00;-4.291068949973737112e+00;1.692565899905048576e+00;1.057567399772661787e+00
1.729566491540817097e+01;-7.222009837327338033e+00;-5.607647570531892001e+00;1.292608001726285982e+00;-9.123827474100069945e-02;9.393119421703511662e+00;-4.248554090331477795e+00;1.665516338567476939e+00;1.084553851110891642e+00
1.739563985711573224e+01;-7.194115957073005774e+00;-5.511646189902136506e+00;1.283419976835388443e+00;-9.257423227366054497e-02;9.347790892790611039e+00;-4.206891210036259210e+00;1.637597795463301198e+00;1.112428627683572424e+00
1.749561479882329706e+01;-7.165332934634164985e+00;-5.415900967495877794e+00;1.274097482680296434e+00;-9.391790523532700385e-02;9.302689243888146109e+00;-4.166270669819724937e+00;1.608798480332963576e+00;1.145489312876938559e+00
1.759558974053085834e+01;-7.135654151579757354e+00;-5.320436527640591606e+00;1.264640785405115597e+00;-9.526713019362074986e-02;9.257806534684439370e+00;-4.127288259439056084e+00;1.579114278570360241e+00;1.186917396399134850e+00
1.769556468223841961e+01;-7.105065433255716378e+00;-5.225252677854853367e+00;1.255048839213027012e+00;-9.661502217599672593e-02;9.213128189021928094e+00;-4.088740014771523157e+00;1.548534095468095950e+00;1.235884997013183773e+00
1.779553962394598088e+01;-7.073560922028299558e+00;-5.130375247370333014e+00;1.245322186442205492e+00;-9.797558612402020028e-02;9.168652460317282760e+00;-4.050410147682079298e+00;1.517055777055149157e+00;1.282990093674646559e+00
1.789551456565354215e+01;-7.041126308841448633e+00;-5.035804314256980163e+00;1.235458051206503205e+00;-9.935145945633788722e-02;9.124379918727063554e+00;-4.012693329982676360e+00;1.484669356259422646e+00;1.315413644430247553e+00
1.799548950736110342e+01;-7.007756354110458830e+00;-4.941566972117823475e+00;1.225456431231443322e+00;-1.007380669666081002e-01;9.080306786544110054e+00;-3.975824690693188668e+00;1.451374996115492699e+00;1.348796049023796906e+00
1.809546444906866469e+01;-6.973436512878357973e+00;-4.847663659847042616e+00;1.215315161939141131e+00;-1.021326655091891883e-01;9.036426597631164626e+00;-3.942490481822065185e+00;1.417164310024795260e+00;1.383154272987810574e+00
1.819543939077622596e+01;-6.938162251155725713e+00;-4.754122563071692120e+00;1.205035122113881529e+00;-1.035027629181536624e-01;8.992702883014116466e+00;-3.916163481784380451e+00;1.382040592912180177e+00;1.418495534447076212e+00
1.829541433248378723e+01;-6.901919280436447757e+00;-4.660944450255651184e+00;1.194622026194630537e+00;-1.048056969872358246e-01;8.949059655100811028e+00;-3.892106895216483675e+00;1.345998357032036408e+00;1.454836714616993376e+00
1.839538927419135206e+01;-6.864704866792124882e+00;-4.568158369959868459e+00;1.184079060776173087e+00;-1.060995307368779172e-01;8.905472609054237765e+00;-3.872655138908390082e+00;1.309046197983041893e+00;1.492183656455407625e+00
1.849536421589891333e+01;-6.826505456177931919e+00;-4.475765165200316531e+00;1.173408689699710239e+00;-1.073552442972553894e-01;8.861890624865756294e+00;-3.853756820916867998e+00;1.270740348258748931e+00;1.530552684001444064e+00
1.859533915760647460e+01;-6.787319664358269833e+00;-4.383794430786112528e+00;1.162612922411309313e+00;-1.086237590117805490e-01;8.818307503145431880e+00;-3.835376884655799845e+00;1.231316235991064323e+00;1.569948728711913377e+00
1.869531409931403587e+01;-6.747134317875791432e+00;-4.292247593695490693e+00;1.151688885992395051e+00;-1.099058705047934043e-01;8.774717320751195260e+00;-3.817295059860425166e+00;1.190921153925210696e+00;1.609999558095796424e+00
1.879528904102159714e+01;-6.705948611793187020e+00;-4.201154709050966218e+00;1.140636665764703350e+00;-1.112047770773256505e-01;8.731116558431162744e+00;-3.799374339389038902e+00;1.149565612535735193e+00;1.650959292580536086e+00
1.889526398272915841e+01;-6.663749549736624367e+00;-4.110518549429333923e+00;1.129452810995282608e+00;-1.125226633097761164e-01;8.687503202917371325e+00;-3.780900685985428389e+00;1.107251551622619568e+00;1.692982821469001253e+00
1.899523892443671969e+01;-6.620536810222832358e+00;-4.020369628874830958e+00;1.118136951219561137e+00;-1.138693123563187803e-01;8.643883458800948105e+00;-3.761193001148474213e+00;1.063996921581977562e+00;1.736074198035708172e+00
1.909521386614428096e+01;-6.576297370908337214e+00;-3.930711939765505480e+00;1.106683361958954448e+00;-1.152542412856692317e-01;8.600271574040625921e+00;-3.741330981516731935e+00;1.019812032575450500e+00;1.780250766794820194e+00
1.919518880785184223e+01;-6.531031135817864985e+00;-3.841576531573291042e+00;1.095091175963185837e+00;-1.166636119109367709e-01;8.556669472036393387e+00;-3.720879187730025350e+00;9.751648978469240614e-01;1.825516897167958064e+00
1.929516374955940705e+01;-6.484725116628098363e+00;-3.752968942883645020e+00;1.083355490713906244e+00;-1.181037718714267049e-01;8.513084229225690081e+00;-3.699389603125054382e+00;9.310692035988064053e-01;1.871890139087618365e+00
1.939513869126696832e+01;-6.437379248082678806e+00;-3.664920124262697421e+00;1.071475405252669821e+00;-1.195813437798780160e-01;8.469528356056150287e+00;-3.675479745548456911e+00;8.948834318060062687e-01;1.919375401805701431e+00
1.949511363297452959e+01;-6.388981015412399600e+00;-3.577438027950380572e+00;1.059443356715557671e+00;-1.211159017620336009e-01;8.426031024594090368e+00;-3.650873122394418857e+00;8.675837439346256730e-01;1.968436589464275466e+00
1.959508857468209087e+01;-6.339530367914368192e+00;-3.490554186410551374e+00;1.047257394252302687e+00;-1.226841573517028910e-01;8.382601456125417627e+00;-3.625638785687604226e+00;8.344692939423961064e-01;2.022262101498669917e+00
1.969506351638965214e+01;-6.289014900387143392e+00;-3.404278460169255727e+00;1.034911786824034063e+00;-1.242856285872112609e-01;8.339248234687127947e+00;-3.596664756090369064e+00;7.833313371740200370e-01;2.080493508697115246e+00
1.979503845809721341e+01;-6.237433371619675704e+00;-3.318640471079798093e+00;1.022404833476064701e+00;-1.259649033235460125e-01;8.296017624201917684e+00;-3.559161228034906088e+00;7.312323778202652891e-01;2.142770332002419398e+00
1.989501339980477468e+01;-6.184774838888054127e+00;-3.233654769928371753e+00;1.009720227950386073e+00;-1.277912384700892467e-01;8.253014876302334102e+00;-3.522728174740104468e+00;6.782736900041954620e-01;2.208759026467060238e+00
1.999498834151233595e+01;-6.131039663760561531e+00;-3.149356307251446108e+00;9.968524286995116279e-01;-1.296266658441992126e-01;8.210230536387220113e+00;-3.494626912342391645e+00;6.311745143060472074e-01;2.275513440396069065e+00
2.009496328321990077e+01;-6.076214213608867709e+00;-3.065757454107095992e+00;9.838056362921173692e-01;-1.313652084698306854e-01;8.167566052192228199e+00;-3.453348564348802885e+00;5.959914291990875412e-01;2.330341721040074532e+00
2.019493822492746204e+01;-6.020290641426024436e+00;-2.982878583791112259e+00;9.705816735738167500e-01;-1.333239922558794033e-01;8.125185448596827342e+00;-3.373448666489830661e+00;5.692240804338348781e-01;2.386387894276829513e+00
2.029491316663502332e+01;-5.963265986828387710e+00;-2.900751424522104660e+00;9.571260098428067131e-01;-1.358830917940614946e-01;8.083570863579911503e+00;-3.317947477921378674e+00;5.171257765879108126e-01;2.443662182499531710e+00
2.039488810834258459e+01;-5.905149951729192992e+00;-2.819433037684674570e+00;9.434172096900963478e-01;-1.380952588575708462e-01;8.042430894644367001e+00;-3.317204477890066450e+00;4.775940287602369327e-01;2.501675013895042099e+00
2.049486305005014586e+01;-5.845914059856481160e+00;-2.738919007451128262e+00;9.295593315846512050e-01;-1.390651595887767156e-01;8.001088678830647893e+00;-3.315873840514171889e+00;4.555241566124417774e-01;2.560691352369049323e+00
2.059483799175770713e+01;-5.785536334913087053e+00;-2.659199095442529082e+00;9.155976784450481354e-01;-1.409379949954287781e-01;7.959548445652045778e+00;-3.115869434637481117e+00;4.278405942208607926e-01;2.621004332833706041e+00
2.069481293346526840e+01;-5.724039155090551390e+00;-2.580338644430743678e+00;9.012869137986733170e-01;-1.454875957015513699e-01;7.920315254362630952e+00;-2.843842332589129107e+00;4.009849942659590161e-01;2.682599759424811214e+00
2.079478787517282967e+01;-5.661430214508171410e+00;-2.502418687044490220e+00;8.864628500147022638e-01;-1.511591081362701761e-01;7.884336864038547610e+00;-2.642778367647127702e+00;3.783230820614519874e-01;2.745479999296528195e+00
2.089476281688039094e+01;-5.597663157867073025e+00;-2.425465967407827605e+00;8.711155970890543943e-01;-1.556841364253024329e-01;7.850754394269008785e+00;-2.632606805657982108e+00;3.798864042396237206e-01;2.809057526688957029e+00
2.099473775858795577e+01;-5.532732124750750380e+00;-2.349537659503301068e+00;8.555769935354483602e-01;-1.516750324366553937e-01;7.817157740206152283e+00;-2.944569277678370511e+00;3.876307691293799373e-01;2.873818485319099114e+00
2.109471270029551704e+01;-5.466609769307673616e+00;-2.274543861109765697e+00;8.409715706969482785e-01;-1.405727121152342274e-01;7.779408001351093560e+00;-3.717417074068873895e+00;3.938846596424044333e-01;2.939980178917571685e+00
2.119468764200307831e+01;-5.399319738430194526e+00;-2.200360832278521084e+00;8.272574390436895353e-01;-1.367998705606192356e-01;7.731487032965906891e+00;-3.845332026676216763e+00;4.159469852104939469e-01;3.007526605424432731e+00
2.129466258371063958e+01;-5.331099703857818284e+00;-2.127198627487850047e+00;8.133349431042032895e-01;-1.420641055861490976e-01;7.681602570459735269e+00;-2.394035718529736734e+00;4.384728454697587874e-01;3.075588852675513074e+00
2.139463752541820085e+01;-5.262002592678429735e+00;-2.055188758347022748e+00;7.982978462577372536e-01;-1.679908665958820269e-01;7.650381094277719285e+00;-2.260859864372488093e-01;4.592771898492666316e-01;3.144538184311925999e+00
2.149461246712576212e+01;-5.191673933364566729e+00;-1.984315396042304780e+00;7.795935200169868962e-01;-2.051873937256326330e-01;7.647426038939640236e+00;-2.260859864372843364e-01;4.927045168083675764e-01;3.171604147822587372e+00
2.159458740883332339e+01;-5.119860385267409164e+00;-1.914811923659955228e+00;7.587685354154614092e-01;-1.923385693575979660e-01;7.644469841291945400e+00;5.342230054909264947e-01;5.134539173481326157e-01;3.108344749046465072e+00
2.169456235054088467e+01;-5.046599189109149286e+00;-1.846581243182702670e+00;7.416366891835778352e-01;-1.511712581211017981e-01;7.651453259485265335e+00;2.923394286068060399e+00;5.324216346914029119e-01;3.048489945608672702e+00
2.179453729224844949e+01;-4.972253919545480016e+00;-1.779432165236474850e+00;7.278175815442941010e-01;-1.328606226015412450e-01;7.689555860305811841e+00;3.915464590672204537e+00;5.642330727139815982e-01;2.992020084665534707e+00
2.189451223395601076e+01;-4.897227700994164046e+00;-1.713461684131385443e+00;7.147890842224846608e-01;-1.276181915354868690e-01;7.740294956730292775e+00;4.122507301835287130e+00;5.962522963163221501e-01;2.939162422638224914e+00
2.199448717566357203e+01;-4.821396255916953422e+00;-1.648479804189509679e+00;7.022412047046541206e-01;-1.256428229711558098e-01;7.793360050168628206e+00;4.134102592607704629e+00;6.286403618747425925e-01;2.877740173079586850e+00
2.209446211737113330e+01;-4.744673645025486941e+00;-1.584388277430233360e+00;6.896102201439906487e-01;-1.270206815104842069e-01;7.846214004408905041e+00;3.942223803666087267e+00;6.567135903902212579e-01;2.815171521356764739e+00
2.219443705907869457e+01;-4.667136089620310457e+00;-1.521267369537117942e+00;6.769557810493103123e-01;-1.246538150332351380e-01;7.896285290750441277e+00;3.986630128929984362e+00;6.874832336908477393e-01;2.755829938859957196e+00
2.229441200078625585e+01;-4.588819417923311939e+00;-1.459118367028131580e+00;6.647244530283393793e-01;-1.200726013103240175e-01;7.946599752247532678e+00;4.173480281417004889e+00;7.270930793564539529e-01;2.699928315635127252e+00
2.239438694249381712e+01;-4.509757206204437985e+00;-1.397912090660408113e+00;6.528709999122525032e-01;-1.178499181410927604e-01;7.998933336272105343e+00;4.212269073899578942e+00;7.563051093720908336e-01;2.647652118440927183e+00
2.249436188420137839e+01;-4.429995195330787894e+00;-1.337653783269134644e+00;6.411392864115988965e-01;-1.168396068778921743e-01;8.051408400296468315e+00;4.175248476590775581e+00;7.960143415996071559e-01;2.599219520123510208e+00
2.259433682590893966e+01;-4.349531390082850280e+00;-1.278328360483225845e+00;6.295215917871395117e-01;-1.155035116879830348e-01;8.103086922555380767e+00;4.162206727214975643e+00;8.284185363082604558e-01;2.554833164721226346e+00
2.269431176761650448e+01;-4.268385020159437104e+00;-1.219933915427094950e+00;6.180459552989652217e-01;-1.140767128063261832e-01;8.154278044336257025e+00;4.157734717897951349e+00;8.658199774272830052e-01;2.499156183573804757e+00
2.279428670932406575e+01;-4.186576505678386795e+00;-1.162468028342409365e+00;6.066993611854510915e-01;-1.130261262895354141e-01;8.205095306969873548e+00;4.130413785254030579e+00;8.961848055602925633e-01;2.441822232911275758e+00
2.289426165103162703e+01;-4.104126332590418258e+00;-1.105931884696400580e+00;5.954447561612777884e-01;-1.121227412144667895e-01;8.255268908477590983e+00;4.095440759590007751e+00;9.315009981135462525e-01;2.385550476326890657e+00
2.299423659273918830e+01;-4.021047042258711457e+00;-1.050322889057541342e+00;5.842878288320565439e-01;-1.110219023125245535e-01;8.304718397013251874e+00;4.076382739505231001e+00;9.596705314125172359e-01;2.329853224330754813e+00
2.309421153444674957e+01;-3.937353961283489134e+00;-9.956383181761483403e-01;5.732467090012490774e-01;-1.098587777259723841e-01;8.353647102147052195e+00;4.063907745724467446e+00;9.930714800936488729e-01;2.278140700167131438e+00
2.319418647615431084e+01;-3.853066370791379924e+00;-9.418770037187479405e-01;5.623179087538767718e-01;-1.088000280151177612e-01;8.402142452206893708e+00;4.046241134999438493e+00;1.034108355327831408e+00;2.230688196349301045e+00
2.329416141786187211e+01;-3.768197882369008322e+00;-8.890349700165003366e-01;5.514918848486507486e-01;-1.077734936380628783e-01;8.450150485665322009e+00;4.028389065224299515e+00;1.073905744539503715e+00;2.187767823940075296e+00
2.339413635956943338e+01;-3.682767639383477398e+00;-8.371119981726452552e-01;5.407694901436723711e-01;-1.067311146607246020e-01;8.497677279959049201e+00;4.013737002674487186e+00;1.104314660770660206e+00;2.149648504324308984e+00
2.349411130127699820e+01;-3.596784092661825305e+00;-7.861010876229190814e-01;5.301509936049257909e-01;-1.056889678681576794e-01;8.544768305815903631e+00;4.001068169573469113e+00;1.141720587462297987e+00;2.115369523594111456e+00
2.359408624298455948e+01;-3.510271077481155633e+00;-7.360042777651629731e-01;5.196362987649698617e-01;-1.046697705533502776e-01;8.591453806784866032e+00;3.988652983704221278e+00;1.178842527256589445e+00;2.065422666340184232e+00
2.369406118469212075e+01;-3.423232838864596506e+00;-6.868122549136529420e-01;5.092221437776047743e-01;-1.036599262453750531e-01;8.637743294008753736e+00;3.977437607068385894e+00;1.206538492076672853e+00;2.016466504173778596e+00
2.379403612639968202e+01;-3.335696231476664941e+00;-6.385285905477066093e-01;4.989093144472325214e-01;-1.026597979050537096e-01;8.683656913939969968e+00;3.967339216196447360e+00;1.229791015099618745e+00;1.968252511363854262e+00
2.389401106810724329e+01;-3.247660736636542200e+00;-5.911416004086313958e-01;4.886951719064680510e-01;-1.016663296089027058e-01;8.729213390263991457e+00;3.958537190165233977e+00;1.255973522834635148e+00;1.920635254416342974e+00
2.399398600981480456e+01;-3.159157041087271800e+00;-5.446565168602655049e-01;4.785808502775514839e-01;-1.006842380904286322e-01;8.774433056467644931e+00;3.950619417913748155e+00;1.288446952349084018e+00;1.873989521497192667e+00
2.409396095152236583e+01;-3.070179869063339950e+00;-4.990594953167549752e-01;4.685631785894095458e-01;-9.970926259587667428e-02;8.819331117180118085e+00;3.943866790128888855e+00;1.326761944682735894e+00;1.828298259368247747e+00
2.419393589322992710e+01;-2.980763605720559539e+00;-4.543571965445489247e-01;4.586437365825222212e-01;-9.874422608291046066e-02;8.863925600959912998e+00;3.938012110876856209e+00;1.361732344762545122e+00;1.783564618428270521e+00
2.429391083493748837e+01;-2.890898254322641137e+00;-4.105338537755038875e-01;4.488190616308946890e-01;-9.778634840225323976e-02;8.908231144386057565e+00;3.933230329834351835e+00;1.384591017897792486e+00;1.739769687365638529e+00
2.439388577664505320e+01;-2.800621874648009157e+00;-3.675973616776765929e-01;4.390912173115537609e-01;-9.683539404143542972e-02;8.952264019101813020e+00;3.929498443915950379e+00;1.413235326556258498e+00;1.696918363128985696e+00
2.449386071835261447e+01;-2.709919872601354474e+00;-3.255302710888300921e-01;4.294566024725960940e-01;-9.589116935745013726e-02;8.996039896723772245e+00;3.926792120553113108e+00;1.447336424666365140e+00;1.656263118483219055e+00
2.459383566006017574e+01;-2.618833850405950958e+00;-2.843414645725018675e-01;4.199175162809931638e-01;-9.495630092944715162e-02;9.039573853348722210e+00;3.924858491403187877e+00;1.482256658090903789e+00;1.621676299860647319e+00
