x_m,y_m,w_tr_right_m,w_tr_left_m
21.345888,-10.246957,1.250000,1.250000
21.302588,-10.337036,1.250000,1.250000
21.258219,-10.426594,1.250000,1.250000
21.212767,-10.515607,1.250000,1.250000
21.166214,-10.604050,1.250000,1.250000
21.118545,-10.691896,1.250000,1.250000
21.069743,-10.779117,1.250000,1.250000
21.019789,-10.865684,1.250000,1.250000
20.968666,-10.951565,1.250000,1.250000
20.916355,-11.036729,1.250000,1.250000
20.862838,-11.121139,1.250000,1.250000
20.808094,-11.204759,1.250000,1.250000
20.752106,-11.287551,1.250000,1.250000
20.694853,-11.369474,1.250000,1.250000
20.636315,-11.450483,1.250000,1.250000
20.576474,-11.530534,1.250000,1.250000
20.515308,-11.609578,1.250000,1.250000
20.452799,-11.687563,1.250000,1.250000
20.388928,-11.764437,1.250000,1.250000
20.323675,-11.840143,1.250000,1.250000
20.257025,-11.914620,1.250000,1.250000
20.188959,-11.987805,1.250000,1.250000
20.119462,-12.059634,1.250000,1.250000
20.048521,-12.130036,1.250000,1.250000
19.976123,-12.198939,1.250000,1.250000
19.902259,-12.266268,1.250000,1.250000
19.826920,-12.331943,1.250000,1.250000
19.750104,-12.395882,1.250000,1.250000
19.671808,-12.458002,1.250000,1.250000
19.592036,-12.518214,1.250000,1.250000
19.510796,-12.576429,1.250000,1.250000
19.428100,-12.632556,1.250000,1.250000
19.343964,-12.686502,1.250000,1.250000
19.258413,-12.738174,1.250000,1.250000
19.171475,-12.787477,1.250000,1.250000
19.083188,-12.834320,1.250000,1.250000
18.993593,-12.878611,1.250000,1.250000
18.902741,-12.920261,1.250000,1.250000
18.810688,-12.959187,1.250000,1.250000
18.717500,-12.995308,1.250000,1.250000
18.623250,-13.028562,1.250000,1.250000
18.528038,-13.058954,1.250000,1.250000
18.431972,-13.086526,1.250000,1.250000
18.335154,-13.111330,1.250000,1.250000
18.237683,-13.133427,1.250000,1.250000
18.139651,-13.152886,1.250000,1.250000
18.041145,-13.169786,1.250000,1.250000
17.942246,-13.184207,1.250000,1.250000
17.843027,-13.196236,1.250000,1.250000
17.743556,-13.205961,1.250000,1.250000
17.643894,-13.213473,1.250000,1.250000
17.544094,-13.218863,1.250000,1.250000
17.444205,-13.222222,1.250000,1.250000
17.344269,-13.223640,1.250000,1.250000
17.244324,-13.223207,1.250000,1.250000
17.144403,-13.221008,1.250000,1.250000
17.044532,-13.217128,1.250000,1.250000
16.944737,-13.211651,1.250000,1.250000
16.845036,-13.204654,1.250000,1.250000
16.745447,-13.196216,1.250000,1.250000
16.645983,-13.186409,1.250000,1.250000
16.546656,-13.175305,1.250000,1.250000
16.447474,-13.162972,1.250000,1.250000
16.348443,-13.149475,1.250000,1.250000
16.249569,-13.134877,1.250000,1.250000
16.150854,-13.119237,1.250000,1.250000
16.052300,-13.102614,1.250000,1.250000
15.953907,-13.085061,1.250000,1.250000
15.855675,-13.066632,1.250000,1.250000
15.757601,-13.047376,1.250000,1.250000
15.659684,-13.027343,1.250000,1.250000
15.561918,-13.006577,1.250000,1.250000
15.464302,-12.985124,1.250000,1.250000
15.366829,-12.963026,1.250000,1.250000
15.269495,-12.940324,1.250000,1.250000
15.172295,-12.917057,1.250000,1.250000
15.075222,-12.893263,1.250000,1.250000
14.978271,-12.868978,1.250000,1.250000
14.881435,-12.844239,1.250000,1.250000
14.784708,-12.819078,1.250000,1.250000
14.688082,-12.793529,1.250000,1.250000
14.591552,-12.767623,1.250000,1.250000
14.495109,-12.741393,1.250000,1.250000
14.398747,-12.714867,1.250000,1.250000
14.302458,-12.688076,1.250000,1.250000
14.206236,-12.661048,1.250000,1.250000
14.110072,-12.633811,1.250000,1.250000
14.013961,-12.606393,1.250000,1.250000
13.917893,-12.578820,1.250000,1.250000
13.821862,-12.551120,1.250000,1.250000
13.725860,-12.523318,1.250000,1.250000
13.629881,-12.495440,1.250000,1.250000
13.533916,-12.467512,1.250000,1.250000
13.437958,-12.439558,1.250000,1.250000
13.342001,-12.411605,1.250000,1.250000
13.246036,-12.383676,1.250000,1.250000
13.150056,-12.355797,1.250000,1.250000
13.054056,-12.327993,1.250000,1.250000
12.958026,-12.300287,1.250000,1.250000
12.861961,-12.272706,1.250000,1.250000
12.765853,-12.245274,1.250000,1.250000
12.669695,-12.218017,1.250000,1.250000
12.573481,-12.190958,1.250000,1.250000
12.477204,-12.164125,1.250000,1.250000
12.380858,-12.137544,1.250000,1.250000
12.284435,-12.111239,1.250000,1.250000
12.187930,-12.085238,1.250000,1.250000
12.091337,-12.059568,1.250000,1.250000
11.994649,-12.034256,1.250000,1.250000
11.897861,-12.009330,1.250000,1.250000
11.800966,-11.984819,1.250000,1.250000
11.703961,-11.960753,1.250000,1.250000
11.606839,-11.937160,1.250000,1.250000
11.509596,-11.914072,1.250000,1.250000
11.412228,-11.891521,1.250000,1.250000
11.314729,-11.869537,1.250000,1.250000
11.217097,-11.848155,1.250000,1.250000
11.119327,-11.827409,1.250000,1.250000
11.021418,-11.807334,1.250000,1.250000
10.923366,-11.787965,1.250000,1.250000
10.825171,-11.769340,1.250000,1.250000
10.726830,-11.751498,1.250000,1.250000
10.628344,-11.734478,1.250000,1.250000
10.529712,-11.718320,1.250000,1.250000
10.430937,-11.703068,1.250000,1.250000
10.332020,-11.688763,1.250000,1.250000
10.232964,-11.675451,1.250000,1.250000
10.133774,-11.663178,1.250000,1.250000
10.034456,-11.651991,1.250000,1.250000
9.935017,-11.641939,1.250000,1.250000
9.835465,-11.633072,1.250000,1.250000
9.735811,-11.625442,1.250000,1.250000
9.636066,-11.619101,1.250000,1.250000
9.536245,-11.614103,1.250000,1.250000
9.436364,-11.610503,1.250000,1.250000
9.336441,-11.608357,1.250000,1.250000
9.236497,-11.607723,1.250000,1.250000
9.136556,-11.608658,1.250000,1.250000
9.036642,-11.611219,1.250000,1.250000
8.936787,-11.615466,1.250000,1.250000
8.837021,-11.621457,1.250000,1.250000
8.737379,-11.629249,1.250000,1.250000
8.637901,-11.638900,1.250000,1.250000
8.538626,-11.650466,1.250000,1.250000
8.439602,-11.664001,1.250000,1.250000
8.340874,-11.679557,1.250000,1.250000
8.242495,-11.697185,1.250000,1.250000
8.144520,-11.716931,1.250000,1.250000
8.047005,-11.738837,1.250000,1.250000
7.950010,-11.762943,1.250000,1.250000
7.853597,-11.789281,1.250000,1.250000
7.757831,-11.817881,1.250000,1.250000
7.662774,-11.848756,1.250000,1.250000
7.568447,-11.881794,1.250000,1.250000
7.474826,-11.916783,1.250000,1.250000
7.381875,-11.953515,1.250000,1.250000
7.289545,-11.991782,1.250000,1.250000
7.197781,-12.031386,1.250000,1.250000
7.106517,-12.072132,1.250000,1.250000
7.015686,-12.113832,1.250000,1.250000
6.925213,-12.156305,1.250000,1.250000
6.835023,-12.199374,1.250000,1.250000
6.745036,-12.242867,1.250000,1.250000
6.655174,-12.286617,1.250000,1.250000
6.565358,-12.330461,1.250000,1.250000
6.475509,-12.374237,1.250000,1.250000
6.385549,-12.417786,1.250000,1.250000
6.295405,-12.460951,1.250000,1.250000
6.205003,-12.503575,1.250000,1.250000
6.114276,-12.545501,1.250000,1.250000
6.023159,-12.586573,1.250000,1.250000
5.931593,-12.626635,1.250000,1.250000
5.839525,-12.665528,1.250000,1.250000
5.746908,-12.703095,1.250000,1.250000
5.653703,-12.739178,1.250000,1.250000
5.559879,-12.773621,1.250000,1.250000
5.465416,-12.806269,1.250000,1.250000
5.370302,-12.836967,1.250000,1.250000
5.274541,-12.865584,1.250000,1.250000
5.178167,-12.892066,1.250000,1.250000
5.081223,-12.916377,1.250000,1.250000
4.983751,-12.938475,1.250000,1.250000
4.885794,-12.958312,1.250000,1.250000
4.787396,-12.975833,1.250000,1.250000
4.688604,-12.990977,1.250000,1.250000
4.589469,-13.003676,1.250000,1.250000
4.490043,-13.013857,1.250000,1.250000
4.390386,-13.021438,1.250000,1.250000
4.290561,-13.026333,1.250000,1.250000
4.190638,-13.028450,1.250000,1.250000
4.090696,-13.027691,1.250000,1.250000
3.990820,-13.023951,1.250000,1.250000
3.891109,-13.017123,1.250000,1.250000
3.791668,-13.007096,1.250000,1.250000
3.692618,-12.993756,1.250000,1.250000
3.594090,-12.976990,1.250000,1.250000
3.496230,-12.956684,1.250000,1.250000
3.399199,-12.932732,1.250000,1.250000
3.303170,-12.905031,1.250000,1.250000
3.208334,-12.873490,1.250000,1.250000
