x_m,y_m,w_tr_right_m,w_tr_left_m
-10.029679,5.597215,0.7004,0.6941
-9.977471,5.563561,0.6888,0.6980
-9.926806,5.531937,0.6837,0.6852
-9.876405,5.500463,0.6837,0.6769
-9.824563,5.470920,0.6774,0.6713
-9.773259,5.441407,0.6705,0.6713
-9.720809,5.413684,0.6709,0.6743
-9.669212,5.385827,0.6673,0.6829
-9.616808,5.359574,0.6694,0.6947
-9.565617,5.334596,0.6770,0.6831
-9.514000,5.308952,0.6890,0.6759
-9.464000,5.284354,0.7051,0.6734
-9.414000,5.258838,0.7134,0.6763
-9.364000,5.234097,0.7128,0.6826
-9.314000,5.208142,0.7001,0.6766
-9.264000,5.182646,0.6922,0.6749
-9.214000,5.155599,0.6873,0.6788
-9.164000,5.128649,0.6872,0.6784
-9.114000,5.101831,0.6839,0.6619
-9.064000,5.075176,0.6843,0.6498
-9.014000,5.046654,0.6793,0.6440
-8.964000,5.019956,0.6798,0.6417
-8.914000,4.991434,0.6746,0.6461
-8.864000,4.964779,0.6753,0.6463
-8.814000,4.936344,0.6700,0.6508
-8.764000,4.908203,0.6694,0.6600
-8.714000,4.880816,0.6651,0.6733
-8.664000,4.854192,0.6657,0.6800
-8.614000,4.826278,0.6564,0.6806
-8.564000,4.799128,0.6438,0.6844
-8.514000,4.774795,0.6386,0.6819
-8.462383,4.751225,0.6396,0.6678
-8.411192,4.727982,0.6426,0.6582
-8.360405,4.705077,0.6439,0.6532
-8.309999,4.682522,0.6472,0.6369
-8.259953,4.658262,0.6470,0.6214
-8.210245,4.635969,0.6503,0.6092
-8.160854,4.611971,0.6498,0.6033
-8.111757,4.587875,0.6515,0.6026
-8.062933,4.565287,0.6518,0.6055
-8.014360,4.540537,0.6529,0.6078
-7.966016,4.517294,0.6472,0.6013
-7.917879,4.493953,0.6377,0.5997
-7.869927,4.470525,0.6323,0.6005
-7.822140,4.447021,0.6313,0.5987
-7.774493,4.423451,0.6347,0.6018
-7.726967,4.399826,0.6423,0.6096
-7.679540,4.374541,0.6526,0.6235
-7.632188,4.351266,0.6544,0.6396
-7.584891,4.327947,0.6604,0.6481
-7.537627,4.304148,0.6701,0.6564
-7.490373,4.279880,0.6753,0.6694
-7.443109,4.255154,0.6747,0.6796
-7.395812,4.229980,0.6728,0.6661
-7.348460,4.204370,0.6719,0.6571
-7.301033,4.178335,0.6689,0.6526
-7.253507,4.151886,0.6676,0.6530
-7.205860,4.125032,0.6637,0.6580
-7.158073,4.097786,0.6620,0.6587
-7.110121,4.070159,0.6574,0.6459
-7.061984,4.042160,0.6553,0.6352
-7.013640,4.015418,0.6516,0.6281
-6.965067,3.986285,0.6487,0.6278
-6.916243,3.956836,0.6428,0.6328
-6.867146,3.927081,0.6394,0.6431
-6.817755,3.897032,0.6334,0.6584
-6.768047,3.867146,0.6329,0.6701
-6.718001,3.839498,0.6396,0.6706
-6.667595,3.810442,0.6453,0.6761
-6.616808,3.783667,0.6457,0.6752
-6.565617,3.759207,0.6451,0.6634
-6.514000,3.733436,0.6465,0.6551
-6.464000,3.708003,0.6448,0.6523
-6.414000,3.682493,0.6479,0.6544
-6.364000,3.656940,0.6558,0.6532
-6.314000,3.629760,0.6642,0.6569
-6.264000,3.604643,0.6661,0.6553
-6.214000,3.577943,0.6625,0.6586
-6.164000,3.553349,0.6649,0.6564
-6.114000,3.527216,0.6619,0.6592
-6.064000,3.501170,0.6629,0.6584
-6.014000,3.475222,0.6554,0.6611
-5.964000,3.449383,0.6440,0.6600
-5.914000,3.423664,0.6375,0.6509
